评论内容,性别,点赞数量,回复时间,tags,emotions
没办法理解美国人的思维，难道我们中国不应该发展吗？发展了，你说我们威胁，难道我们国家的百姓就应该过苦日子？你们压榨全世界的人民去供养你们美国人，难道这是你们的人权和自由？你们为了资源，全世界驻军和打仗。二战以后，因为你们的战争已经让上千万的百姓丧生。朝鲜-越南-南斯拉夫-阿富汗-伊拉克-利比亚-叙利亚等。事实上你们才是全世界的不安定因素，没有你们，世界和平的多。,保密,5,2019-02-01 02:24:16,0,愤怒/生气
这种野鸡会议,保密,5,2019-01-31 03:14:05,0,恐惧/害怕
看美国要把中国打趴的架势，这像是即将迎来冷战吧，大家别太轻视！,保密,5,2019-01-30 04:25:03,0,厌恶/讨厌
技术共享是一起的外国企业来华挣钱的前提，没什么屁话好谈的,男,5,2019-01-29 20:59:25,0,厌恶/讨厌
我希望特朗普和蔡英文能继续**，这样崛起才能更快。,男,5,2019-01-29 14:27:35,1,平静/冷静
这视频里的中国人是怎么当教授的？说话结结巴巴，还跪舔美国，把错误拦在中国身上。,保密,4,2019-01-31 10:56:39,0,愤怒/生气
跪下就行了，双腿还是单腿？,保密,4,2019-01-29 20:57:05,0,厌恶/讨厌
很明显弹幕的火气比评论区的大很多，而我们知道，最让人害怕的，往往是那些平淡，笑里藏刀之人，美国之所以紧张，是因为我们不是苏联，他看不见我们的刀在哪里,男,3,2019-02-03 18:30:12,0,恐惧/害怕
中美关系能否维护在于美国的所作所为,男,3,2019-01-31 08:12:05,0,平静/冷静
专业的人做专业的事，西方民。主很伟大，但是弊端也很多。,男,3,2019-01-29 11:52:13,1,希望/期待
商人重利轻别离[doge],保密,5048,2020-05-20 14:31:03,0,厌恶/讨厌
打一架一决雌雄吧，吵架算什么[doge],男,2209,2020-05-20 14:29:33,0,平静/冷静
没人比我更懂有病[OK],男,2737,2020-05-20 14:29:02,0,希望/期待
佩洛西不是特朗普恋人吗[doge],保密,1655,2020-05-20 14:30:12,0,平静/冷静
这个人是不是上次握手被拒撕纸的那个[喜极而泣][喜极而泣][喜极而泣],女,1258,2020-05-20 14:33:50,0,愤怒/生气
特朗普：给佩洛西倒杯药好吧，给佩洛西倒一杯羟氯硅[doge],保密,1123,2020-05-20 14:37:33,0,悲伤/痛苦
"🙌没有人

👐比我

👌更懂

☝有病

[妙啊][妙啊][妙啊][妙啊]",男,884,2020-05-20 14:34:07,0,愉快/幸福
有谁和我一样，现在把美国时政当喜剧看的[doge],女,69,2020-06-14 00:12:44,0,愉快/幸福
白宫总统套餐一份（卒,保密,26,2022-05-27 06:40:54,0,恐惧/害怕
你们都有病，不用争了[doge],男,408,2020-05-20 14:31:00,0,平静/冷静
川:我摊牌了，我就是纯不爽这老太太撕我演讲稿,保密,278,2020-05-20 14:31:05,0,愤怒/生气
我们正在见证历史，好想知道后世的历史书会怎么评价他[偷笑],女,250,2020-05-20 15:14:50,0,愉快/幸福
一个国家被这样一个人领导也挺悲哀的,男,296,2020-05-20 14:29:56,1,愉快/幸福
没感觉别的总统在任多久，但感觉川建国同志已经上任一个世纪了[doge],保密,142,2020-05-20 16:16:12,0,悲伤/痛苦
渐渐变成特靠谱的沙雕集锦,男,93,2020-05-20 14:44:39,0,恐惧/害怕
希望消毒液没事🙏🏻🙏🏻🙏🏻,男,184,2020-05-20 14:37:56,0,平静/冷静
曾经美国的精英治国我都看不见啦,保密,74,2020-05-20 14:33:51,0,厌恶/讨厌
不愧是你，川,男,62,2020-05-20 14:28:53,0,平静/冷静
我已经习惯每天来川普新闻这里找乐子了[滑稽],男,50,2020-05-20 17:41:35,1,厌恶/讨厌
特朗普宝宝👶🏻竟敢骂我有病！我要骂回去🔙👶🏻,保密,7,2020-05-20 16:08:04,0,愤怒/生气
他的意思是不怪中国 但却承认了是中国的错 还讽刺中国很爱贪便宜 顺便把不制止中国犯错的锅推到前面总统身上 总之他觉得他都是对的,保密,674,2017-11-09 19:08:54,0,恐惧/害怕
按照外交语言的标准，这些话实在是坦诚的没法再坦诚了。中国，我们要开战了。,男,396,2017-11-09 20:05:59,0,厌恶/讨厌
他这是想说以前的对华政策都要改了，潜台词就是中国你别再想赚顺差这么容易了,保密,244,2017-11-09 19:37:01,0,愤怒/生气
川普是话里有话啊,保密,212,2017-11-09 21:29:32,0,羞耻
这真的是不怪中国吗？看了那么多年大国领导讲话，特朗普这次的用词真是前所未见，已经不是暗讽了，完全是在明着放狠话。“不怪中国，怪我们”，就是说以前我做的不够好，让你赚了那么多钱，现在我要改变策略了，你给我小心。真的是剑拔弩张。还说啥川建国？美国总统的核心立场当然是为美国谋福利啊，以前都嘲笑特朗普是小丑，可这一年来他确实也做成了一些实事，证明他能力的确不差，至少在经贸上也是老手了，这真的需要中国多加小心。特朗普说话向来直，不像前几届一样老是当面一套背后一套，倒希望这就是他的所有想法了，还不算太糟。希望接下来几天里中美能够尽量找到合作的平衡点，不反对美国从我们身上获利，但同时中国也要从美国身上获利。不能一方把另一方吸干，而必须保持平稳合作，不然可就真的到了情况最糟糕的时候了。,男,169,2017-11-09 20:46:35,0,愤怒/生气
"感觉川普特别像18世纪英国重商主义者。重商经济学也叫庸俗政治经济学，后来被重农学派纠正了。重商学派只追求本国的货币收入，即贸易顺差。但是一国的经济不是完全用外贸和财政货币收入衡量的。这太短时了。
川普绞尽脑汁给钢铁煤炭等传统行业的产业工人创造就业，但问题是没多少岗位。就是把全美国的天然气都取缔了煤炭行业也创不了多少利润。退出巴黎协定在政治和外交上有合理性，但经济上对美国传统行业的作用没多大。
关键还是高端制造业和延长产业链。中国是顺差，可出口的产品是什么层次的？量大而已。
可川普只盯眼前能看见的钱。他不是很糟糕，但看样子会很平庸。完全是冷战和计划经济。",男,93,2017-11-09 23:07:00,0,厌恶/讨厌
米国人民:自从丫去了中国，推特终于消停了,保密,142,2017-11-09 21:28:23,0,愤怒/生气
川建国是什么德行大家心里都没点b数吗？他上台以后美军各种军事行动强度明显加大，亚洲访问前3航母集结亚太，海里居然有11条俄亥俄同时巡弋，上一次这种强度的军事演习还是冷战，今年7、8月份看新闻就感觉不对头。,保密,103,2017-11-09 19:25:46,0,愤怒/生气
他这意思是之前美国政府傻  让中国占了美国便宜,男,72,2017-11-09 19:23:19,0,愤怒/生气
"就算知道这是带刺的话也得鼓掌啊，配合演出嘛。
硬要翻译成：我川普觉得历届总统太笨，被中国用狡猾手段占便宜，以后我上台了就没这种机会了？
是的，这翻译起来很霸气，“读出”文章内层意思。但是能在正式场合这么理解？还谈不谈生意啦。
川普玩一语双关，参加会议的大佬们鼓掌对演，没毛病！",男,50,2017-11-09 22:04:37,0,愤怒/生气
你们别高兴太早啊 他这是明褒暗贬……,男,62,2017-11-09 16:53:56,0,惊讶/震惊
"这是挑衅吧：
1.中国过去在中美贸易中站优势，是因为往届美国政府的无能。
潜台词：我不会这样
2.中国过去在中美贸易中站优势，是因为中国政府所施加的手段。
潜台词：中国是耍手段的
3.我不怪中国耍手段，因为为国民争得福利的国家是没有错的
潜台词：我会用更有力的方式占中国便宜，而且也是正确的。
不过也无所谓，中国已经不是过去的中国了，即使是美国，也不能轻易的占中国的便宜了。",男,54,2017-11-09 19:56:10,0,厌恶/讨厌
这不是公开声讨换了个圆润的说法么。。。(笑容渐渐凝固),保密,41,2017-11-09 16:49:38,0,恐惧/害怕
一推人还在玩梗……[小电视_发愁]真听不出来吗？人川普意思是，现在中美贸易美国吃亏，但他不怪中国，因为中国为自己的利益，还骂以前的美国政府。其实就是说我要改变对华方案了，因为我也是为了自己国家，你们不要怪我[小电视_汗],保密,41,2017-11-09 20:49:10,0,厌恶/讨厌
吐槽光玩梗不讨论的，难道你们是从这种双方表演秀里了解川普态度的？川普一直都想压制中国，谁不知道╮(￣▽￣)╭ 非要义愤填膺才能表现自己知道么？,男,44,2017-11-09 19:26:37,0,厌恶/讨厌
看某些楼的暗面解读啊，我想说一句，不管川普说中国好也好，说美国好也罢，大环境下的事实就是事实，这是不容诡辩的。商人出身的川普看中美关系更实际，也更物实，不像前届的奥黑驴，表面和中国好，背后却使拌子，即一个TPP，若真布置到位就将成为一带一路的最大拦路石。川普看的很清楚，围堵中国，中国照常发展，不围堵中国，中国还是照常发展，与其耗费大把资源还起不到该起的作用，不如和中国和作，中国几十年的经济发展，美国都看在眼里，但前届美国政乀府基本是睁眼虾，更是放不下来架子，向中国的经济发展取经并不丢人，美国衰势已定，虽然欠一P股债，仍然可以浪，但也浪乀的越来越力不从心了，若不想浪散架，还想以一个大国的身份存在的话，不务实一点是不行的，而川普也正是看到了这一点。,保密,38,2017-11-09 21:12:48,1,悲伤/痛苦
胸前的红领巾更鲜艳了呢,保密,76,2017-11-09 22:08:48,0,平静/冷静
我不知道这个梗，我也不知道大家是不是真的把梗当成真的。但川普这段话明明很危险，这段梗却让不了解的人感觉歌舞升平。似乎不太好。,保密,31,2017-11-09 21:50:58,0,厌恶/讨厌
谁不知道特朗普在讽刺我们中国，只是太明白，太清楚了，所以反而不在意了，让他讽刺他的，我们玩我们的,男,47,2017-11-09 22:07:57,0,悲伤/痛苦
川大统领在位期间说了16874次China,男,28,2022-07-19 21:40:57,0,平静/冷静
它还是那么受欢迎[doge]但川普是不是忘记了八月回归的承诺,保密,1124,2021-09-13 10:28:22,0,悲伤/痛苦
就连林肯都没有听到过民众对他说“我们爱你”。,男,751,2021-09-13 14:52:55,0,愤怒/生气
可怜的川普，美国所有的媒体都封锁了川普，媒体这种权力让川普一个美国最高的总统也不能幸免，哈哈，川普等着复仇！这比账是川普心中永远的痛！,保密,554,2021-09-13 12:34:19,0,愤怒/生气
美利坚唯一的总统,男,250,2021-09-13 14:20:33,0,平静/冷静
"做出你的选择:
是将宝贵的一票投给如傀儡般假惺惺的“民主”总统。
还是誓死追随带领人民反抗不公的皇帝？",保密,237,2021-09-13 17:28:37,0,愤怒/生气
下一届基本定了,保密,199,2021-09-13 12:03:41,0,厌恶/讨厌
这算什么？拜登还是中国女拳嘉宾评论员呢...[doge],男,163,2021-09-13 10:06:59,0,恐惧/害怕
共和党这边懂王有超高人气和稳定的基本盘，但是懂王嘲讽过高，参选后又会把之前的反对派重新团结到一起，局面又可能重回2020，支持懂王的和反对懂王的又开始互掐，结果民主党这边继续躺赢，所以共和党出一个既能继承懂王基本盘，且嘲讽又比较低的人，才是最合理的。懂王是一个完全以自我为中心的人，他不会轻易放权的，这个候选人必须能让懂王感觉到完全放心和值得托付，甚至可以让懂王放弃自身的高傲，屈尊全力支持他，这个人只有一个名字---伊万卡,男,140,2021-09-16 00:53:50,0,愤怒/生气
选懂王的7000多万是真爱粉，瞌睡王的造假很多还有就是川黑,保密,134,2021-09-14 21:46:01,1,厌恶/讨厌
川普2024必赢 民心所向[抠鼻],男,116,2021-09-13 16:08:54,0,平静/冷静
这场拳击比赛估计收视率又暴增了。[doge],男,78,2021-09-13 19:01:02,0,恐惧/害怕
川普喜欢打拳，拜登喜欢打女拳,保密,76,2021-09-13 17:17:48,1,愉快/幸福
拳击比赛评论员？（✘）                                   借拳击比赛刷总统存在感[doge]（✔）,保密,65,2021-09-13 16:51:51,0,厌恶/讨厌
看，懂王在准备夺权了，底下的人多么高兴啊[doge],保密,62,2021-09-13 13:49:33,0,愉快/幸福
"从美国人的角度来说，特朗普才是为广大美国人利益着想的好总统
不是疫情，特朗普很有可能连任",男,47,2021-09-14 10:05:00,1,愉快/幸福
"不知道怎么形容介个美利坚""川皇""的…魅力。这么说吧，插了耳机却没戴 但 我确实听到了他在说什么[妙啊]、你瞅他的眼神 他的笑容 他滴手势和傲娇的口型…哎呀我擦 帅呆了[星星眼]！",男,43,2021-09-13 19:34:55,0,厌恶/讨厌
这是风向在变嘛,保密,41,2021-09-13 10:05:07,1,羞耻
欢迎欢迎，懂王会回来的，虽然各为其主，但是其更真实有趣。,男,24,2021-09-13 10:18:30,1,平静/冷静
媒体封锁我川宝是吧，那我上电视节目[呲牙],保密,19,2021-09-13 22:08:25,0,希望/期待
凯撒亲临角斗场,男,18,2021-09-13 17:32:00,0,羞耻
没错 我的目的就是让哈雷破产(｀・ω・´),女,129,2017-02-03 19:11:56,0,愤怒/生气
哈雷牌摩托，选自中国零件，组装于美国～(￣▽￣～),男,16,2017-02-03 22:40:00,0,平静/冷静
这能增加多少**业机会？71岁了开开黄金飞机坐坐黄金马桶不好吗？这么拼干啥。,保密,5,2017-02-03 22:02:19,0,厌恶/讨厌
来来来，我们谈谈下一步怎么把月球变成我们滴（￣▽￣）,男,2,2017-02-08 23:24:40,0,平静/冷静
白粹组织常用座驾,男,2,2017-02-03 19:53:03,0,平静/冷静
老胳膊老腿的，万一摔倒了多不好,保密,2,2017-02-03 19:05:58,0,恐惧/害怕
我给你一口毒奶，好不好啊,男,1,2017-02-03 21:51:58,0,平静/冷静
（￣▽￣）和公婆在高速公路上比一比,男,1,2017-02-03 20:24:44,1,平静/冷静
总统身边的人是不是就是所谓的超级保镖啊[蛆音娘_滑稽],保密,1,2017-02-03 19:27:30,0,悲伤/痛苦
关门(｀・ω・´),保密,1,2017-02-03 19:05:01,0,平静/冷静
额233????[小电视_汗],男,1,2017-02-03 19:04:50,0,恐惧/害怕
回头看下这个视频感慨万千,男,0,2018-07-03 16:56:15,0,愉快/幸福
恶灵骑士,保密,0,2020-09-02 17:57:39,0,羞耻
巩俐：风驰电掣，大运摩托,女,0,2024-10-11 03:56:50,0,平静/冷静
哈雷就是哈雷,男,0,2017-02-04 23:17:06,0,平静/冷静
进来看车系列,保密,0,2017-02-04 21:14:51,1,希望/期待
Faggggg(｀・ω・´),保密,0,2017-02-04 16:44:10,0,平静/冷静
轮胎中国**，摩托用钢中国**。。。。。。除了自己组装，零部件几乎都是中国**。,保密,0,2017-02-04 14:50:06,0,厌恶/讨厌
。。。这就是会谈了,保密,0,2017-02-04 08:11:42,0,愉快/幸福
没有人会比我了解哈雷戴维森---川普,男,0,2019-04-05 11:10:48,0,恐惧/害怕
朗倍为奸，没有倍了，朗咋办呀[滑稽],保密,9031,2020-09-11 12:48:23,0,恐惧/害怕
人家要回家写凉宫春日，别挡着了好吗[辣眼睛][辣眼睛],男,7301,2020-09-11 12:38:04,0,愉快/幸福
"傳說中的
✋沒有人
👐比我
👍更懂幫幫我
[doge][doge][doge]",男,2978,2020-09-11 12:38:54,0,悲伤/痛苦
新州，难道暗示日本要成为美国一个州？[热词系列_知识增加],保密,2395,2020-09-11 12:37:42,0,羞耻
去密歇根底特律开汽车厂？日本怎么想的(⊙_⊙?),保密,1310,2020-09-11 12:45:40,0,愤怒/生气
安培：我回去写凉宫赚得比首相多，川普你自个蹦哒去。,男,841,2020-09-11 13:40:49,0,希望/期待
